RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
82,Cameroon,F,Marital status,Married or living together,... if she argues with him,40544,23.1,CMR
82,Cameroon,F,Marital status,Never married,... if she argues with him,40544,15.9,CMR
82,Cameroon,F,Marital status,Widowed, divorced, separated,... if she argues with him,40544,19.1,CMR
152,Cameroon,F,Marital status,Married or living together,... if she goes out without telling him,40544,28.8,CMR
152,Cameroon,F,Marital status,Never married,... if she goes out without telling him,40544,21.5,CMR
152,Cameroon,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,40544,25.9,CMR
222,Cameroon,F,Marital status,Married or living together,... if she neglects the children,40544,37.5,CMR
222,Cameroon,F,Marital status,Never married,... if she neglects the children,40544,37.3,CMR
222,Cameroon,F,Marital status,Widowed, divorced, separated,... if she neglects the children,40544,37.2,CMR
292,Cameroon,F,Marital status,Married or living together,... if she refuses to have sex with him,40544,16.8,CMR
292,Cameroon,F,Marital status,Never married,... if she refuses to have sex with him,40544,8.5,CMR
292,Cameroon,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,40544,12.2,CMR
362,Cameroon,F,Residence,Rural,... for at least one specific reason,40544,53.9,CMR
362,Cameroon,F,Residence,Urban,... for at least one specific reason,40544,40.1,CMR
82,Cameroon,F,Residence,Rural,... if she argues with him,40544,28.1,CMR
82,Cameroon,F,Residence,Urban,... if she argues with him,40544,14.4,CMR
152,Cameroon,F,Residence,Rural,... if she goes out without telling him,40544,34.3,CMR
152,Cameroon,F,Residence,Urban,... if she goes out without telling him,40544,19.9,CMR
222,Cameroon,F,Residence,Rural,... if she neglects the children,40544,42.4,CMR
222,Cameroon,F,Residence,Urban,... if she neglects the children,40544,33.1,CMR
292,Cameroon,F,Residence,Rural,... if she refuses to have sex with him,40544,20.7,CMR
292,Cameroon,F,Residence,Urban,... if she refuses to have sex with him,40544,8.4,CMR
362,Cameroon,M,Age,15-24,... for at least one specific reason,40544,42.9,CMR
362,Cameroon,M,Age,25-34,... for at least one specific reason,40544,36.5,CMR
362,Cameroon,M,Age,35-49,... for at least one specific reason,40544,34.5,CMR
82,Cameroon,M,Age,15-24,... if she argues with him,40544,19.4,CMR
82,Cameroon,M,Age,25-34,... if she argues with him,40544,16.8,CMR
82,Cameroon,M,Age,35-49,... if she argues with him,40544,15.7,CMR
152,Cameroon,M,Age,15-24,... if she goes out without telling him,40544,22,CMR
152,Cameroon,M,Age,25-34,... if she goes out without telling him,40544,20.3,CMR
152,Cameroon,M,Age,35-49,... if she goes out without telling him,40544,21.2,CMR
222,Cameroon,M,Age,15-24,... if she neglects the children,40544,32,CMR
222,Cameroon,M,Age,25-34,... if she neglects the children,40544,27.9,CMR
222,Cameroon,M,Age,35-49,... if she neglects the children,40544,24.9,CMR
292,Cameroon,M,Age,15-24,... if she refuses to have sex with him,40544,8.6,CMR
292,Cameroon,M,Age,25-34,... if she refuses to have sex with him,40544,7.3,CMR
292,Cameroon,M,Age,35-49,... if she refuses to have sex with him,40544,6.6,CMR
362,Cameroon,M,Education,Higher,... for at least one specific reason,40544,23.6,CMR
362,Cameroon,M,Education,No education,... for at least one specific reason,40544,37.3,CMR
362,Cameroon,M,Education,Primary,... for at least one specific reason,40544,43.7,CMR
362,Cameroon,M,Education,Secondary,... for at least one specific reason,40544,38.6,CMR
82,Cameroon,M,Education,Higher,... if she argues with him,40544,7.3,CMR
82,Cameroon,M,Education,No education,... if she argues with him,40544,21.7,CMR
82,Cameroon,M,Education,Primary,... if she argues with him,40544,23.1,CMR
82,Cameroon,M,Education,Secondary,... if she argues with him,40544,15.5,CMR
152,Cameroon,M,Education,Higher,... if she goes out without telling him,40544,8.7,CMR
152,Cameroon,M,Education,No education,... if she goes out without telling him,40544,25.3,CMR
152,Cameroon,M,Education,Primary,... if she goes out without telling him,40544,27.5,CMR
152,Cameroon,M,Education,Secondary,... if she goes out without telling him,40544,19,CMR
222,Cameroon,M,Education,Higher,... if she neglects the children,40544,17.5,CMR
222,Cameroon,M,Education,No education,... if she neglects the children,40544,26.1,CMR
222,Cameroon,M,Education,Primary,... if she neglects the children,40544,32.2,CMR
222,Cameroon,M,Education,Secondary,... if she neglects the children,40544,29.3,CMR
292,Cameroon,M,Education,Higher,... if she refuses to have sex with him,40544,1.7,CMR
292,Cameroon,M,Education,No education,... if she refuses to have sex with him,40544,13.7,CMR
292,Cameroon,M,Education,Primary,... if she refuses to have sex with him,40544,10.7,CMR
292,Cameroon,M,Education,Secondary,... if she refuses to have sex with him,40544,5.9,CMR
362,Cameroon,M,Employment,Employed for cash,... for at least one specific reason,40544,39.2,CMR
362,Cameroon,M,Employment,Employed for kind,... for at least one specific reason,40544,36.6,CMR
362,Cameroon,M,Employment,Unemployed,... for at least one specific reason,40544,36.6,CMR
82,Cameroon,M,Employment,Employed for cash,... if she argues with him,40544,18,CMR
82,Cameroon,M,Employment,Employed for kind,... if she argues with him,40544,19.2,CMR
82,Cameroon,M,Employment,Unemployed,... if she argues with him,40544,13.9,CMR
152,Cameroon,M,Employment,Employed for cash,... if she goes out without telling him,40544,21.9,CMR
152,Cameroon,M,Employment,Employed for kind,... if she goes out without telling him,40544,16.7,CMR
152,Cameroon,M,Employment,Unemployed,... if she goes out without telling him,40544,19.7,CMR
222,Cameroon,M,Employment,Employed for cash,... if she neglects the children,40544,29.1,CMR
222,Cameroon,M,Employment,Employed for kind,... if she neglects the children,40544,28,CMR
222,Cameroon,M,Employment,Unemployed,... if she neglects the children,40544,28.2,CMR
292,Cameroon,M,Employment,Employed for cash,... if she refuses to have sex with him,40544,7.9,CMR
292,Cameroon,M,Employment,Employed for kind,... if she refuses to have sex with him,40544,8.1,CMR
292,Cameroon,M,Employment,Unemployed,... if she refuses to have sex with him,40544,6.1,CMR
362,Cameroon,M,Marital status,Married or living together,... for at least one specific reason,40544,36.7,CMR
362,Cameroon,M,Marital status,Never married,... for at least one specific reason,40544,40.5,CMR
362,Cameroon,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,40544,40,CMR
82,Cameroon,M,Marital status,Married or living together,... if she argues with him,40544,17.3,CMR
82,Cameroon,M,Marital status,Never married,... if she argues with him,40544,17.9,CMR
82,Cameroon,M,Marital status,Widowed, divorced, separated,... if she argues with him,40544,18.5,CMR
152,Cameroon,M,Marital status,Married or living together,... if she goes out without telling him,40544,21.8,CMR
152,Cameroon,M,Marital status,Never married,... if she goes out without telling him,40544,20.4,CMR
152,Cameroon,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,40544,25.4,CMR
222,Cameroon,M,Marital status,Married or living together,... if she neglects the children,40544,27.4,CMR
222,Cameroon,M,Marital status,Never married,... if she neglects the children,40544,30.1,CMR
222,Cameroon,M,Marital status,Widowed, divorced, separated,... if she neglects the children,40544,30.7,CMR
292,Cameroon,M,Marital status,Married or living together,... if she refuses to have sex with him,40544,7.4,CMR
292,Cameroon,M,Marital status,Never married,... if she refuses to have sex with him,40544,7.8,CMR
292,Cameroon,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,40544,10.1,CMR
362,Cameroon,M,Residence,Rural,... for at least one specific reason,40544,43.5,CMR
362,Cameroon,M,Residence,Urban,... for at least one specific reason,40544,34.9,CMR
82,Cameroon,M,Residence,Rural,... if she argues with him,40544,22.8,CMR
82,Cameroon,M,Residence,Urban,... if she argues with him,40544,13.6,CMR
152,Cameroon,M,Residence,Rural,... if she goes out without telling him,40544,27,CMR
152,Cameroon,M,Residence,Urban,... if she goes out without telling him,40544,16.7,CMR
222,Cameroon,M,Residence,Rural,... if she neglects the children,40544,32.3,CMR
222,Cameroon,M,Residence,Urban,... if she neglects the children,40544,26.2,CMR
292,Cameroon,M,Residence,Rural,... if she refuses to have sex with him,40544,11.6,CMR
292,Cameroon,M,Residence,Urban,... if she refuses to have sex with him,40544,4.6,CMR
13,Chad,F,Education,Higher,... if she burns the food,41640,24.4,TCD
13,Chad,F,Marital status,Never married,... if she burns the food,41640,40.9,TCD
13,Chad,F,Employment,Unemployed,... if she burns the food,41640,42.3,TCD
13,Chad,F,Education,No education,... if she burns the food,41640,45.4,TCD
13,Chad,F,Marital status,Widowed, divorced, separated,... if she burns the food,41640,45.9,TCD
13,Chad,F,Residence,Urban,... if she burns the food,41640,45.9,TCD
13,Chad,F,Age,35-49,... if she burns the food,41640,47.4,TCD
13,Chad,F,Age,15-24,... if she burns the food,41640,47.7,TCD
13,Chad,F,Employment,Employed for kind,... if she burns the food,41640,49.4,TCD
13,Chad,F,Residence,Rural,... if she burns the food,41640,49.4,TCD
13,Chad,F,Age,25-34,... if she burns the food,41640,50.5,TCD
13,Chad,F,Marital status,Married or living together,... if she burns the food,41640,50.5,TCD
13,Chad,F,Education,Secondary,... if she burns the food,41640,51.9,TCD
13,Chad,F,Education,Primary,... if she burns the food,41640,56.2,TCD
13,Chad,F,Employment,Employed for cash,... if she burns the food,41640,56.7,TCD
13,Chad,M,Education,Higher,... if she burns the food,41640,12.4,TCD
13,Chad,M,Residence,Urban,... if she burns the food,41640,21.6,TCD
13,Chad,M,Age,35-49,... if she burns the food,41640,24,TCD
13,Chad,M,Employment,Unemployed,... if she burns the food,41640,24.3,TCD
13,Chad,M,Education,No education,... if she burns the food,41640,24.7,TCD
13,Chad,M,Employment,Employed for cash,... if she burns the food,41640,25.6,TCD
13,Chad,M,Marital status,Married or living together,... if she burns the food,41640,26,TCD
13,Chad,M,Age,25-34,... if she burns the food,41640,28.6,TCD
13,Chad,M,Education,Secondary,... if she burns the food,41640,28.8,TCD
13,Chad,M,Marital status,Never married,... if she burns the food,41640,28.8,TCD
13,Chad,M,Age,15-24,... if she burns the food,41640,29.3,TCD
13,Chad,M,Residence,Rural,... if she burns the food,41640,30,TCD
13,Chad,M,Employment,Employed for kind,... if she burns the food,41640,31.5,TCD
13,Chad,M,Education,Primary,... if she burns the food,41640,31.9,TCD
13,Chad,M,Marital status,Widowed, divorced, separated,... if she burns the food,41640,38.7,TCD
363,Chad,F,Age,15-24,... for at least one specific reason,41640,72.2,TCD
363,Chad,F,Age,25-34,... for at least one specific reason,41640,76.1,TCD
363,Chad,F,Age,35-49,... for at least one specific reason,41640,72.5,TCD
83,Chad,F,Age,15-24,... if she argues with him,41640,47.8,TCD
83,Chad,F,Age,25-34,... if she argues with him,41640,52,TCD
83,Chad,F,Age,35-49,... if she argues with him,41640,50.1,TCD
153,Chad,F,Age,15-24,... if she goes out without telling him,41640,56.2,TCD
153,Chad,F,Age,25-34,... if she goes out without telling him,41640,62.3,TCD
153,Chad,F,Age,35-49,... if she goes out without telling him,41640,59.1,TCD
223,Chad,F,Age,15-24,... if she neglects the children,41640,57.9,TCD
223,Chad,F,Age,25-34,... if she neglects the children,41640,62.6,TCD
223,Chad,F,Age,35-49,... if she neglects the children,41640,59,TCD
293,Chad,F,Age,15-24,... if she refuses to have sex with him,41640,37.2,TCD
293,Chad,F,Age,25-34,... if she refuses to have sex with him,41640,43.3,TCD
293,Chad,F,Age,35-49,... if she refuses to have sex with him,41640,42.2,TCD
363,Chad,F,Education,Higher,... for at least one specific reason,41640,60.1,TCD
363,Chad,F,Education,No education,... for at least one specific reason,41640,70.9,TCD
363,Chad,F,Education,Primary,... for at least one specific reason,41640,79.5,TCD
363,Chad,F,Education,Secondary,... for at least one specific reason,41640,76.7,TCD
83,Chad,F,Education,Higher,... if she argues with him,41640,38.8,TCD
83,Chad,F,Education,No education,... if she argues with him,41640,47.6,TCD
83,Chad,F,Education,Primary,... if she argues with him,41640,55.1,TCD
83,Chad,F,Education,Secondary,... if she argues with him,41640,51.8,TCD
153,Chad,F,Education,Higher,... if she goes out without telling him,41640,37.1,TCD
153,Chad,F,Education,No education,... if she goes out without telling him,41640,56.3,TCD
153,Chad,F,Education,Primary,... if she goes out without telling him,41640,66.5,TCD
153,Chad,F,Education,Secondary,... if she goes out without telling him,41640,60.3,TCD
223,Chad,F,Education,Higher,... if she neglects the children,41640,43.1,TCD
223,Chad,F,Education,No education,... if she neglects the children,41640,56.7,TCD
223,Chad,F,Education,Primary,... if she neglects the children,41640,66.3,TCD
223,Chad,F,Education,Secondary,... if she neglects the children,41640,64,TCD
293,Chad,F,Education,Higher,... if she refuses to have sex with him,41640,21.8,TCD
293,Chad,F,Education,No education,... if she refuses to have sex with him,41640,41.5,TCD
293,Chad,F,Education,Primary,... if she refuses to have sex with him,41640,43.2,TCD
293,Chad,F,Education,Secondary,... if she refuses to have sex with him,41640,33.6,TCD
363,Chad,F,Employment,Employed for cash,... for at least one specific reason,41640,79.6,TCD
363,Chad,F,Employment,Employed for kind,... for at least one specific reason,41640,70.7,TCD
363,Chad,F,Employment,Unemployed,... for at least one specific reason,41640,70,TCD
83,Chad,F,Employment,Employed for cash,... if she argues with him,41640,56.6,TCD
83,Chad,F,Employment,Employed for kind,... if she argues with him,41640,48.8,TCD
83,Chad,F,Employment,Unemployed,... if she argues with him,41640,45.1,TCD
153,Chad,F,Employment,Employed for cash,... if she goes out without telling him,41640,65.5,TCD
153,Chad,F,Employment,Employed for kind,... if she goes out without telling him,41640,60.6,TCD
153,Chad,F,Employment,Unemployed,... if she goes out without telling him,41640,53.8,TCD
223,Chad,F,Employment,Employed for cash,... if she neglects the children,41640,67,TCD
223,Chad,F,Employment,Employed for kind,... if she neglects the children,41640,60.7,TCD
223,Chad,F,Employment,Unemployed,... if she neglects the children,41640,54.2,TCD
293,Chad,F,Employment,Employed for cash,... if she refuses to have sex with him,41640,45.7,TCD
293,Chad,F,Employment,Employed for kind,... if she refuses to have sex with him,41640,40.1,TCD
293,Chad,F,Employment,Unemployed,... if she refuses to have sex with him,41640,37,TCD
363,Chad,F,Marital status,Married or living together,... for at least one specific reason,41640,76,TCD
